Crop,Land_Area_ha,Soil_Fertility,Growth_Stage,Region,Urea_kg
Pulses,2.39,Medium,Mid,Central,45.78
Cotton,3.67,High,Mid,West,137.99
Pulses,0.69,Medium,Mid,West,11.92
Wheat,1.1,Medium,Initial,South,49.39
Mustard,0.87,High,Mid,East,20.85
Wheat,0.46,Medium,Mid,North,25.91
Pulses,1.48,High,Mid,East,24.47
Maize,1.72,Low,Initial,West,82.51
Rice,0.47,Low,Initial,West,27.54
Mustard,0.77,High,Initial,North,16.35
Maize,0.72,High,Mid,North,29.27
Pulses,0.35,Medium,Mid,West,5.87
Rice,0.97,Medium,Initial,Central,46.7
Sugarcane,0.45,High,Initial,Central,21.11
Maize,1.12,Low,Mid,North,74.72
Maize,1.21,Low,Mid,Central,76.34
Pulses,1.32,Medium,Mid,North,24.3
Cotton,1.36,Low,Mid,East,69.97
Pulses,2.92,Low,Initial,East,51.57
Maize,0.57,High,Initial,East,17.07
Rice,0.59,Low,Mid,North,45.32
Cotton,1.58,High,Initial,North,47.73
Pulses,0.91,Medium,Late,Central,6.87
Mustard,2.2,Medium,Mid,Central,59.22
Pulses,1.48,Medium,Mid,Central,23.81
Maize,3.83,Medium,Initial,South,143.09
Maize,0.94,Low,Initial,North,36.47
Sugarcane,0.35,Low,Initial,East,25.74
Pulses,1.27,High,Mid,East,18.51
Maize,0.95,Low,Initial,South,41.26
Mustard,1.45,Low,Mid,South,48.98
Wheat,1.59,High,Mid,East,74.18
Cotton,0.69,High,Late,North,11.16
Wheat,0.49,Medium,Initial,East,19.11
Cotton,0.9,Low,Initial,East,34.3
Mustard,0.2,Medium,Initial,South,4.39
Pulses,1.06,High,Mid,South,15.86
Sugarcane,0.75,Low,Initial,Central,54.57
Maize,1.83,Low,Mid,South,105.6
Maize,0.25,High,Mid,East,10.89
Maize,1.0,High,Initial,Central,37.31
Pulses,3.01,High,Initial,East,36.49
Cotton,1.6,Low,Mid,North,70.04
Mustard,1.99,Medium,Initial,North,53.2
Maize,1.27,Medium,Initial,South,49.44
Wheat,0.31,Low,Mid,Central,21.33
Maize,1.12,Low,Mid,West,61.3
Pulses,1.33,Medium,Initial,North,16.2
Mustard,0.47,Medium,Mid,North,18.13
Sugarcane,0.92,Medium,Initial,North,54.18
Mustard,0.2,High,Mid,North,4.73
Wheat,0.79,High,Late,South,16.96
Maize,0.74,High,Late,Central,12.6
Maize,2.67,High,Mid,North,107.88
Rice,0.66,Medium,Mid,South,40.98
Cotton,0.83,Medium,Mid,Central,33.46
Wheat,0.95,Medium,Initial,Central,38.67
Rice,0.66,Low,Mid,West,53.88
Mustard,1.66,High,Late,East,19.87
Sugarcane,0.25,Low,Mid,North,21.02
Cotton,2.22,Medium,Mid,South,96.54
Wheat,0.99,Medium,Mid,Central,50.18
Maize,2.49,Medium,Initial,West,91.87
Mustard,0.2,Medium,Mid,East,5.84
Wheat,0.2,Medium,Initial,Central,8.66
Maize,0.82,Low,Initial,Central,36.6
Cotton,1.42,Low,Initial,North,51.47
Maize,0.68,High,Mid,East,29.54
Sugarcane,1.5,Medium,Initial,East,104.61
Mustard,1.99,Medium,Mid,South,65.67
Pulses,1.59,Medium,Mid,West,24.94
Maize,1.07,Low,Initial,South,43.5
Sugarcane,1.07,Medium,Initial,West,71.38
Pulses,0.65,Medium,Initial,South,8.22
Mustard,0.96,High,Mid,West,26.21
Cotton,0.49,Medium,Initial,North,16.67
Cotton,0.58,Low,Mid,West,21.8
Mustard,1.43,Medium,Initial,South,33.02
Mustard,0.72,Low,Mid,East,28.9
Wheat,0.6,Low,Mid,Central,36.88
Sugarcane,1.37,Medium,Mid,West,103.25
Sugarcane,1.3,Medium,Mid,West,111.03
Mustard,0.86,Medium,Late,East,13.64
Rice,0.9,Medium,Initial,North,41.15
Rice,1.34,High,Late,South,36.72
Pulses,1.97,High,Late,North,11.01
Pulses,1.15,Low,Initial,West,15.27
Rice,0.43,Medium,Late,West,11.26
Mustard,0.86,Medium,Mid,North,26.07
Mustard,0.75,Medium,Late,South,10.02
Pulses,0.48,Low,Mid,West,9.09
Maize,1.42,Low,Mid,West,72.57
Mustard,1.5,Medium,Initial,North,35.83
Rice,1.66,Medium,Mid,Central,99.55
Sugarcane,0.5,Medium,Initial,East,34.3
Mustard,1.12,Medium,Initial,West,26.62
Mustard,1.0,Medium,Late,South,13.36
Maize,1.24,Medium,Initial,Central,47.87
Pulses,1.1,Medium,Mid,North,21.91
Mustard,0.99,Low,Initial,North,26.58
Cotton,0.91,Medium,Initial,South,24.55
Wheat,2.17,Medium,Mid,Central,106.79
Rice,0.55,Low,Initial,South,29.5
Cotton,0.89,Low,Late,West,18.64
Pulses,2.13,Low,Initial,Central,37.71
Sugarcane,0.57,Medium,Initial,East,42.43
Wheat,0.59,High,Initial,East,22.97
Cotton,1.67,Medium,Initial,South,47.05
Wheat,0.37,Medium,Initial,East,15.49
Rice,1.59,High,Mid,South,65.3
Pulses,0.71,Low,Mid,West,13.81
Mustard,1.33,Low,Initial,West,34.21
Sugarcane,0.43,Medium,Initial,South,20.19
Pulses,2.29,Medium,Late,West,21.54
Wheat,0.43,Medium,Mid,East,22.61
Cotton,1.66,Medium,Mid,West,51.5
Rice,0.44,High,Mid,East,23.33
Rice,3.55,Medium,Mid,East,265.48
Pulses,0.95,Low,Mid,North,23.45
Mustard,3.92,Medium,Late,West,53.52
Cotton,0.56,Low,Initial,West,20.0
Mustard,0.73,Medium,Initial,South,19.77
Mustard,2.33,Low,Mid,South,81.6
Cotton,0.37,Medium,Late,Central,7.01
Wheat,0.61,Medium,Initial,East,28.46
Pulses,1.41,High,Mid,North,19.31
Pulses,0.49,Medium,Mid,East,10.38
Maize,1.44,Medium,Mid,West,63.1
Pulses,1.13,Medium,Initial,Central,14.92
Rice,0.35,High,Initial,East,14.87
Wheat,1.97,High,Initial,Central,77.66
Cotton,0.41,Low,Initial,East,16.3
Pulses,1.72,High,Initial,West,19.71
Wheat,1.09,Medium,Mid,West,58.94
Pulses,0.73,Medium,Late,East,6.57
Cotton,0.46,Medium,Mid,North,18.7
Sugarcane,1.26,Low,Mid,West,104.54
Cotton,0.54,High,Mid,South,17.21
Cotton,2.33,Medium,Initial,North,80.04
Cotton,2.39,Low,Initial,East,81.13
Pulses,3.16,High,Initial,North,31.67
Maize,1.22,Medium,Mid,South,57.25
Cotton,0.75,Low,Late,West,15.02
Rice,0.81,Low,Mid,West,62.0
Rice,0.77,Medium,Mid,West,40.29
Wheat,1.19,Low,Mid,South,74.9
Maize,1.36,High,Mid,North,63.69
Wheat,2.37,Medium,Mid,East,119.77
Rice,1.01,Medium,Mid,East,65.7
Mustard,0.37,Medium,Mid,North,9.26
Rice,0.75,Medium,Mid,West,49.96
Sugarcane,2.97,Medium,Mid,East,265.05
Cotton,0.34,High,Late,West,4.98
Mustard,1.68,High,Mid,Central,39.35
Rice,0.76,Medium,Mid,Central,51.64
Pulses,0.54,Medium,Mid,East,9.65
Pulses,1.32,Low,Late,North,8.76
Wheat,2.98,Medium,Mid,North,173.57
Mustard,1.27,Medium,Mid,North,44.63
Wheat,0.83,Medium,Initial,West,38.44
Cotton,0.4,Low,Late,Central,7.36
Cotton,0.93,High,Mid,West,25.19
Sugarcane,0.39,Medium,Mid,South,29.96
Maize,0.8,Medium,Late,South,18.25
Wheat,0.96,High,Late,East,18.03
Cotton,0.2,Medium,Late,South,2.97
Wheat,2.64,Medium,Initial,North,119.04
Cotton,0.42,Medium,Mid,East,16.76
Rice,0.88,Low,Initial,Central,53.08
Wheat,1.45,High,Initial,Central,52.48
Rice,2.5,Low,Late,South,77.56
Wheat,0.57,Medium,Late,South,13.42
Maize,0.2,Low,Mid,Central,11.09
Sugarcane,2.13,High,Initial,South,106.54
Pulses,0.42,Medium,Initial,South,5.09
Pulses,1.29,Medium,Mid,West,23.54
Pulses,1.34,Medium,Initial,Central,21.36
Rice,0.2,High,Mid,Central,10.28
Mustard,0.32,Low,Mid,South,13.6
Cotton,0.72,Medium,Late,North,13.53
Pulses,0.2,Medium,Initial,West,2.79
Maize,0.39,Low,Mid,North,23.77
Pulses,1.09,Low,Late,South,10.78
Wheat,0.94,Medium,Mid,Central,48.93
Rice,1.24,Low,Initial,North,73.51
Mustard,1.37,Medium,Initial,East,37.81
Wheat,0.31,Low,Late,North,8.18
Mustard,0.41,Medium,Mid,Central,12.95
Wheat,1.7,Low,Late,South,42.55
Wheat,2.91,Medium,Initial,North,116.06
Sugarcane,0.51,High,Mid,South,33.08
Sugarcane,1.2,Medium,Mid,West,85.67
Cotton,1.76,Medium,Initial,East,56.17
Rice,1.18,Medium,Late,Central,34.5
Maize,0.84,Low,Mid,Central,50.37
Maize,0.64,Low,Late,South,14.55
Maize,4.01,Low,Late,East,97.29
Wheat,1.07,High,Initial,Central,41.85
Sugarcane,1.31,Medium,Mid,North,99.87
Rice,1.25,High,Mid,Central,73.46
Wheat,0.57,High,Mid,North,24.09
Mustard,1.04,High,Mid,Central,29.08
Sugarcane,0.8,Medium,Mid,North,69.51
Sugarcane,0.79,Medium,Initial,West,35.4
Pulses,1.25,Medium,Mid,South,23.93
Pulses,0.53,Low,Initial,West,9.3
Rice,0.43,Medium,Initial,North,20.43
Mustard,1.42,Medium,Late,South,20.18
Rice,0.69,High,Initial,East,26.82
Rice,0.79,Medium,Initial,North,39.89
Wheat,0.26,Medium,Initial,Central,13.7
Cotton,1.96,Medium,Mid,Central,62.64
Rice,1.44,Low,Initial,East,78.79
Pulses,1.64,Medium,Mid,West,30.95
Cotton,1.31,Medium,Mid,North,59.81
Wheat,0.35,Medium,Initial,Central,12.65
Cotton,1.17,Medium,Mid,South,43.62
Maize,0.65,Low,Initial,East,27.77
Mustard,0.51,Medium,Mid,West,14.56
Cotton,1.42,Medium,Mid,West,55.1
Rice,3.19,Medium,Initial,South,131.42
Wheat,2.84,Medium,Initial,South,114.09
Mustard,1.55,Low,Initial,East,40.26
Rice,0.98,Low,Mid,South,69.04
Mustard,0.86,Medium,Initial,Central,19.78
Pulses,0.53,Medium,Initial,West,7.09
Maize,0.83,Medium,Initial,South,28.0
Pulses,1.89,High,Late,North,14.07
Rice,3.58,Low,Mid,South,246.11
Rice,0.56,Low,Initial,West,30.91
Rice,0.25,Medium,Initial,Central,12.07
Sugarcane,0.69,Medium,Late,South,24.35
Maize,1.88,Medium,Initial,Central,73.23
Mustard,4.27,High,Late,North,54.85
Rice,2.5,High,Initial,West,98.18
Rice,2.46,Low,Initial,East,131.16
Mustard,0.55,High,Mid,West,14.39
Pulses,0.56,Low,Mid,East,11.15
Pulses,0.4,Medium,Late,East,3.21
Rice,0.63,Medium,Late,West,15.25
Wheat,1.9,Medium,Mid,East,115.41
Sugarcane,3.12,Medium,Mid,Central,235.16
Pulses,1.27,Medium,Late,North,11.41
Wheat,0.84,Medium,Mid,South,43.99
Sugarcane,0.47,Low,Initial,East,38.02
Rice,0.92,Low,Initial,East,49.05
Maize,1.15,Medium,Initial,West,34.58
Cotton,0.36,Medium,Late,Central,5.45
Cotton,1.91,Medium,Mid,South,94.59
Rice,0.74,Low,Initial,East,40.16
Pulses,1.83,High,Late,Central,13.93
Wheat,0.99,Low,Initial,South,40.88
Maize,1.23,High,Mid,West,51.15
Mustard,0.61,Medium,Late,East,9.04
Sugarcane,0.79,Medium,Mid,West,79.24
Rice,1.57,High,Initial,West,61.31
Maize,0.91,Medium,Mid,East,42.77
Maize,0.46,Low,Mid,Central,27.46
Pulses,1.08,Medium,Mid,Central,17.84
Sugarcane,1.31,Low,Initial,West,95.83
Maize,2.61,Medium,Initial,West,97.11
Pulses,2.24,Medium,Mid,North,37.29
Wheat,0.96,High,Mid,South,45.12
Pulses,0.68,Medium,Mid,West,12.03
Wheat,0.85,Low,Mid,West,55.24
Wheat,0.69,High,Mid,South,36.33
Mustard,1.43,Medium,Late,East,19.33
Mustard,2.07,Medium,Initial,Central,49.19
Maize,2.38,Medium,Initial,East,80.95
Pulses,0.75,Medium,Mid,South,13.91
Mustard,0.7,Medium,Initial,South,15.7
Wheat,0.75,Medium,Mid,North,41.62
Mustard,0.26,Low,Late,North,4.65
Sugarcane,0.43,High,Late,Central,12.4
Maize,0.98,Medium,Mid,West,44.64
Pulses,1.3,Medium,Late,South,11.26
Pulses,1.41,Medium,Initial,North,21.14
Cotton,0.58,Medium,Mid,East,25.36
Pulses,0.71,Low,Mid,North,14.1
Maize,0.83,Low,Initial,East,32.03
Sugarcane,0.77,Low,Initial,North,51.54
Pulses,1.62,High,Late,East,10.09
Cotton,0.4,Medium,Mid,North,17.15
Maize,0.45,Medium,Mid,North,22.77
Wheat,0.81,Low,Initial,Central,37.22
Rice,0.38,Medium,Mid,West,22.49
Rice,0.26,Medium,Late,South,7.6
Wheat,0.35,Medium,Mid,West,17.83
Mustard,0.84,High,Mid,Central,21.49
Pulses,1.55,Medium,Late,East,15.2
Rice,1.58,Medium,Mid,West,91.11
Mustard,3.04,Medium,Mid,South,100.09
Rice,1.07,High,Initial,South,45.55
Wheat,1.18,Low,Mid,East,63.35
Pulses,0.84,Medium,Mid,South,13.8
Pulses,0.87,Medium,Initial,Central,13.28
Mustard,4.29,Low,Mid,West,148.78
Wheat,1.2,Medium,Initial,South,42.18
Mustard,1.28,Medium,Initial,West,31.52
Pulses,0.45,Low,Mid,North,8.75
Pulses,1.33,Medium,Initial,West,18.89
Maize,1.59,Medium,Late,East,45.14
Mustard,2.18,Medium,Initial,Central,55.89
Maize,1.55,Low,Mid,South,92.02
Wheat,0.92,High,Initial,Central,32.16
Sugarcane,0.89,Low,Initial,West,55.43
Rice,0.95,Medium,Mid,South,64.71
Maize,1.08,Low,Late,Central,25.88
Rice,2.43,Medium,Mid,East,152.49
Cotton,2.12,Low,Late,North,51.73
Wheat,1.69,Low,Initial,North,79.05
Sugarcane,4.14,Low,Initial,East,343.04
Cotton,0.2,Medium,Mid,North,8.41
Cotton,0.72,Medium,Mid,East,28.28
Pulses,0.99,Low,Mid,West,20.6
Cotton,0.62,High,Initial,East,15.84
Wheat,0.52,Medium,Initial,North,23.89
Maize,0.3,Medium,Mid,West,16.23
Wheat,0.8,Low,Late,East,22.75
Maize,1.87,Medium,Initial,East,83.28
Cotton,1.72,High,Late,West,25.92
Cotton,0.59,Medium,Initial,South,19.9
Sugarcane,1.17,Medium,Mid,North,122.39
Maize,2.59,Low,Initial,South,140.01
Cotton,0.35,High,Mid,West,11.31
Pulses,0.89,Low,Initial,West,14.38
Rice,1.22,Medium,Initial,Central,54.11
Sugarcane,1.01,Low,Late,Central,45.47
Wheat,1.81,Medium,Mid,West,98.71
Sugarcane,0.35,Low,Mid,Central,30.42
Rice,0.49,High,Initial,East,23.5
Maize,1.61,Medium,Late,South,33.83
Wheat,0.3,Medium,Mid,West,15.08
Wheat,1.77,Low,Late,East,51.68
Maize,1.37,Medium,Initial,North,50.3
Mustard,1.68,Medium,Initial,North,41.05
Mustard,0.72,Medium,Late,Central,11.96
Sugarcane,1.43,Low,Mid,Central,126.17
Cotton,0.44,High,Late,East,7.33
Mustard,0.75,Medium,Initial,North,17.26
Sugarcane,1.03,High,Mid,West,61.84
Mustard,0.53,Low,Late,South,8.34
Rice,1.16,Low,Mid,Central,108.13
Pulses,0.45,Low,Mid,East,10.22
Cotton,1.21,High,Initial,Central,34.15
Sugarcane,3.38,Medium,Initial,East,206.1
Pulses,0.41,High,Initial,North,4.75
Pulses,0.98,High,Mid,Central,12.95
Mustard,0.32,Medium,Late,East,5.43
Maize,0.56,Medium,Mid,East,28.94
Rice,1.63,Medium,Mid,Central,105.9
Rice,0.74,Medium,Late,South,20.71
Rice,1.68,Medium,Initial,West,96.63
Cotton,1.28,Medium,Late,North,23.78
Wheat,0.96,High,Late,Central,19.31
Cotton,0.49,Medium,Initial,Central,18.26
Sugarcane,1.62,High,Initial,South,83.7
Pulses,1.24,Low,Initial,North,16.55
Pulses,0.34,Medium,Mid,Central,5.29
Wheat,0.51,Low,Initial,South,23.63
Sugarcane,0.2,Low,Mid,West,18.6
Wheat,0.38,High,Mid,East,19.48
Pulses,0.8,High,Late,West,4.81
Mustard,0.48,High,Late,West,5.39
Cotton,0.56,High,Late,West,7.62
Rice,2.65,Low,Initial,West,160.79
Pulses,2.05,Low,Initial,East,38.07
Maize,0.61,Medium,Initial,North,28.31
Rice,1.74,High,Mid,North,96.61
Pulses,2.34,Low,Mid,South,56.34
Cotton,1.54,High,Late,South,21.52
Wheat,1.23,Medium,Late,Central,30.53
Mustard,2.16,High,Initial,West,38.95
Mustard,1.71,Medium,Mid,West,55.36
Rice,0.43,Medium,Initial,East,21.99
Cotton,0.88,High,Initial,West,17.17
Mustard,0.68,High,Late,East,9.16
Mustard,2.24,Low,Late,Central,39.55
Sugarcane,0.67,High,Initial,South,33.01
Maize,0.59,High,Late,South,11.13
Rice,2.05,Low,Late,Central,56.76
Wheat,1.2,Low,Initial,Central,54.0
Mustard,4.39,Medium,Initial,West,121.61
Sugarcane,0.55,Medium,Mid,South,38.4
Cotton,0.7,Medium,Late,North,12.53
Mustard,2.19,Low,Mid,Central,69.04
Maize,0.41,Medium,Initial,South,15.93
Wheat,2.52,Medium,Mid,South,140.8
Cotton,0.43,Low,Mid,East,21.88
Cotton,1.53,Medium,Mid,South,63.69
Rice,0.28,Low,Initial,Central,17.9
Mustard,1.03,Low,Late,West,15.23
Rice,0.38,Medium,Mid,South,21.17
Wheat,3.85,High,Late,North,73.95
Mustard,0.47,Low,Late,Central,6.65
Pulses,0.56,Medium,Late,West,4.38
Mustard,1.45,Medium,Late,West,19.48
Pulses,0.66,Medium,Late,Central,5.56
Cotton,1.63,Medium,Mid,West,53.76
Rice,0.61,Medium,Mid,North,38.25
Maize,0.58,Low,Mid,South,36.04
Mustard,0.98,High,Mid,Central,28.04
Maize,0.43,Low,Initial,South,15.0
Mustard,1.32,High,Mid,South,34.59
Cotton,1.85,High,Initial,West,44.48
Rice,1.47,Medium,Initial,Central,72.98
Wheat,1.57,Low,Initial,South,71.43
Wheat,0.26,Medium,Late,East,7.47
Wheat,0.72,Medium,Mid,North,39.42
Mustard,0.85,High,Initial,West,17.78
Mustard,2.77,Medium,Mid,Central,87.68
Maize,0.67,Medium,Initial,Central,27.11
Rice,0.2,High,Late,West,4.52
Mustard,0.5,High,Initial,South,10.89
Rice,0.63,Medium,Initial,West,28.75
Maize,0.22,High,Late,Central,4.75
Mustard,1.97,Medium,Mid,East,66.44
Wheat,0.33,Medium,Late,South,7.72
Wheat,1.37,Medium,Mid,West,77.6
Cotton,0.47,Medium,Initial,Central,15.54
Pulses,2.87,Medium,Mid,Central,56.53
Sugarcane,0.82,Medium,Initial,Central,52.9
Pulses,0.72,Medium,Initial,East,9.96
Mustard,1.45,Medium,Initial,South,35.22
Rice,0.49,Medium,Late,West,12.75
Mustard,1.5,High,Mid,South,43.1
Rice,0.71,Medium,Initial,Central,40.52
Rice,0.66,Low,Initial,East,40.1
Pulses,0.94,High,Late,East,7.45
Sugarcane,0.47,High,Initial,Central,28.07
Cotton,0.87,Medium,Mid,South,33.79
Pulses,1.27,Low,Mid,South,27.88
Sugarcane,0.2,High,Mid,East,12.24
Wheat,2.15,High,Initial,North,78.06
Wheat,1.77,Low,Late,East,43.95
Rice,0.27,Low,Mid,East,19.95
Maize,0.24,Medium,Initial,West,7.83
Mustard,1.8,Medium,Initial,East,49.98
Mustard,1.71,Low,Initial,North,46.22
Rice,1.55,Medium,Initial,East,84.31
Maize,0.37,Medium,Late,South,7.88
Sugarcane,3.6,High,Initial,West,152.38
Wheat,0.59,Medium,Late,West,13.06
Mustard,1.18,Medium,Mid,East,35.98
Pulses,1.19,High,Initial,West,13.75
Maize,3.05,Medium,Initial,West,131.07
Sugarcane,1.09,Medium,Mid,East,105.28
Wheat,1.34,High,Mid,North,59.99
Pulses,0.95,Medium,Late,East,6.76
Maize,0.43,High,Mid,South,16.52
Rice,0.2,Low,Mid,Central,15.34
Rice,1.02,Low,Initial,North,57.03
Rice,0.37,High,Late,East,7.61
Mustard,1.28,Medium,Late,North,16.99
Sugarcane,1.11,Medium,Mid,Central,102.7
Rice,1.09,Low,Initial,West,61.38
Mustard,0.48,Low,Mid,West,16.89
Cotton,2.07,High,Mid,Central,69.04
Mustard,1.39,Medium,Mid,West,40.64
Wheat,0.44,Medium,Mid,North,24.9
Mustard,4.25,Low,Late,West,67.39
Sugarcane,0.86,Medium,Initial,Central,59.13
Pulses,0.39,High,Mid,Central,6.4
Mustard,0.59,High,Initial,Central,12.39
Rice,0.35,Medium,Initial,South,17.34
Wheat,2.59,Medium,Late,North,58.47
Maize,2.13,Medium,Mid,Central,106.0
Rice,1.68,Medium,Late,North,53.29
Wheat,1.47,Medium,Mid,South,77.92
Cotton,2.4,Low,Late,North,48.52
Maize,0.84,Low,Mid,East,50.05
Cotton,1.34,High,Initial,South,31.16
Pulses,0.57,Low,Late,South,5.22
Wheat,0.9,Low,Initial,West,49.22
Cotton,1.37,Medium,Mid,Central,51.52
Pulses,0.2,Medium,Mid,South,3.62
Wheat,0.65,Medium,Initial,North,27.15
Wheat,1.12,Medium,Initial,East,47.85
Cotton,0.95,High,Mid,North,32.39
Wheat,0.73,Medium,Initial,North,32.79
Rice,1.51,High,Mid,East,73.44
Wheat,0.61,Low,Mid,West,39.23
Sugarcane,0.43,Low,Mid,Central,40.27
Pulses,2.29,Medium,Mid,South,33.28
Wheat,2.07,Low,Late,Central,60.03
Sugarcane,0.66,Low,Initial,West,46.73
Wheat,0.95,Low,Mid,East,55.11
Wheat,1.81,Medium,Initial,Central,77.92
Cotton,1.03,Medium,Mid,North,36.27
Rice,1.45,High,Mid,South,70.85
Pulses,1.4,Low,Initial,South,22.09
Rice,0.8,Medium,Initial,West,31.61
Maize,1.43,Low,Mid,West,70.11
Cotton,0.51,Medium,Initial,East,14.71
Cotton,1.32,Medium,Initial,West,40.59
Rice,0.95,Medium,Late,Central,28.04
Mustard,0.78,High,Initial,South,14.44
Cotton,0.42,High,Mid,East,13.28
Rice,1.1,Medium,Initial,West,52.84
Cotton,1.03,High,Late,North,15.89
Wheat,0.56,Medium,Initial,South,21.27
Rice,0.33,High,Mid,East,21.13
Rice,0.32,Medium,Mid,South,19.89
Sugarcane,0.84,Medium,Late,Central,29.92
Cotton,1.24,Medium,Late,West,20.8
Cotton,3.65,Low,Initial,West,141.23
Rice,0.97,Medium,Late,West,27.75
Wheat,0.32,High,Mid,North,12.16
Wheat,0.87,Medium,Late,Central,19.51
Pulses,2.4,Low,Late,North,21.1
Wheat,0.62,Medium,Mid,Central,33.78
Cotton,2.19,High,Mid,Central,80.85
Mustard,1.13,High,Mid,Central,27.31
Sugarcane,1.57,Medium,Mid,West,122.59
Rice,3.67,High,Initial,West,173.64
Maize,0.28,High,Initial,West,8.8
Sugarcane,1.87,Low,Initial,North,126.28
Mustard,0.94,High,Late,East,9.84
Maize,0.51,Medium,Initial,Central,19.03
Sugarcane,0.93,Medium,Initial,North,52.38
Wheat,3.27,Medium,Initial,West,127.82
Cotton,2.55,Medium,Mid,West,105.44
Mustard,0.25,Medium,Late,East,3.53
Maize,0.58,Medium,Mid,West,26.67
Mustard,1.93,High,Initial,Central,33.41
Sugarcane,0.98,High,Late,South,31.99
Cotton,0.99,High,Initial,West,24.74
Mustard,0.33,Medium,Late,East,4.82
Maize,0.59,Low,Initial,South,23.4
Rice,0.39,Medium,Mid,Central,23.58
Sugarcane,0.31,High,Initial,Central,16.01
Rice,0.41,Low,Late,Central,11.69
Wheat,0.52,High,Initial,East,17.29
Rice,0.59,High,Initial,South,23.92
Rice,0.55,Medium,Late,Central,16.15
Pulses,2.04,Medium,Initial,West,25.84
Sugarcane,0.53,Medium,Mid,South,37.01
Wheat,2.71,Medium,Mid,Central,142.73
Rice,0.71,Medium,Mid,South,47.43
Cotton,1.36,High,Mid,West,41.15
Maize,1.39,Medium,Late,North,30.63
Rice,0.53,High,Late,Central,11.97
Wheat,0.79,High,Mid,West,39.38
Rice,0.7,Low,Initial,East,38.37
Maize,1.3,Low,Initial,Central,61.88
Wheat,0.91,High,Initial,North,35.93
Sugarcane,0.59,Medium,Mid,West,53.7
Wheat,1.09,Medium,Late,West,21.88
Sugarcane,1.27,Medium,Mid,South,86.61
Wheat,3.65,Low,Mid,Central,255.68
Mustard,1.05,Low,Mid,North,41.8
Maize,1.01,High,Initial,East,31.54
Maize,1.35,Medium,Mid,South,44.28
Wheat,0.51,Medium,Mid,Central,28.29
Mustard,0.3,High,Mid,North,6.79
Rice,0.8,Low,Initial,South,40.71
Maize,2.12,Medium,Mid,North,106.74
Sugarcane,2.37,High,Initial,North,131.0
Sugarcane,0.27,High,Initial,South,16.31
Cotton,1.59,Medium,Mid,South,60.91
Pulses,0.22,High,Initial,Central,2.35
Mustard,1.38,High,Late,South,17.56
Pulses,1.32,Low,Initial,Central,22.32
Pulses,0.3,Low,Mid,North,5.97
Sugarcane,2.01,High,Late,South,60.58
Cotton,3.39,Medium,Mid,Central,133.41
Pulses,0.96,Low,Late,Central,9.51
Pulses,1.1,High,Mid,East,20.13
Wheat,2.82,Medium,Late,Central,63.31
Wheat,0.45,Medium,Initial,Central,20.09
Wheat,0.46,Low,Initial,East,19.31
Rice,0.56,Medium,Mid,West,30.32
Pulses,1.03,Medium,Mid,South,19.12
Rice,1.02,Low,Mid,East,75.17
Cotton,0.68,Medium,Initial,Central,19.2
Mustard,0.81,Medium,Initial,Central,20.07
Sugarcane,0.69,High,Initial,South,39.13
Pulses,0.71,High,Mid,North,9.27
Sugarcane,0.58,Medium,Initial,East,44.08
Mustard,0.59,Medium,Initial,West,14.76
Wheat,0.25,High,Initial,South,9.13
Pulses,0.86,High,Mid,South,12.82
Maize,0.25,Medium,Late,East,6.71
Rice,1.69,Low,Mid,Central,135.66
Rice,0.68,High,Initial,Central,27.38
Pulses,0.92,Low,Initial,West,15.45
Mustard,0.77,Low,Mid,East,26.37
Wheat,0.84,Medium,Mid,South,43.36
Rice,2.42,High,Mid,East,151.66
Wheat,0.39,Low,Late,North,11.13
Cotton,0.32,Medium,Late,South,6.04
Sugarcane,1.09,Medium,Initial,West,74.21
Mustard,0.71,High,Initial,West,15.06
Maize,1.29,Medium,Mid,South,57.33
Sugarcane,1.65,Low,Mid,Central,181.17
Sugarcane,0.46,Medium,Mid,South,38.48
Cotton,1.53,Medium,Mid,South,64.1
Rice,0.49,Low,Initial,North,27.71
Maize,1.05,Low,Late,South,29.02
Rice,0.42,Medium,Mid,East,32.21
Pulses,1.1,Medium,Late,East,8.61
Sugarcane,0.99,Medium,Mid,West,85.68
Pulses,0.46,Low,Mid,Central,9.69
Wheat,0.39,Medium,Initial,West,12.6
Sugarcane,1.69,Medium,Mid,North,117.75
Rice,0.73,Low,Initial,South,41.92
Sugarcane,2.03,Medium,Mid,West,175.68
Wheat,0.68,Low,Initial,South,34.33
Cotton,2.49,High,Initial,West,69.59
Pulses,0.51,Medium,Initial,South,8.89
Pulses,2.8,Medium,Initial,West,40.09
Rice,1.13,Low,Initial,East,63.22
Sugarcane,1.32,Medium,Late,North,47.02
Rice,0.5,Medium,Initial,West,27.38
Cotton,1.67,Medium,Mid,East,60.09
Sugarcane,1.71,Low,Initial,Central,140.37
Sugarcane,0.8,Low,Mid,West,72.12
Rice,0.22,Medium,Initial,South,9.88
Rice,0.46,Medium,Initial,North,19.22
Wheat,0.46,Low,Initial,East,25.94
Mustard,1.37,Medium,Mid,East,40.23
Mustard,0.72,Medium,Initial,North,17.8
Cotton,0.73,Medium,Late,West,11.54
Mustard,0.67,Medium,Mid,South,24.85
Wheat,2.8,Medium,Late,Central,68.46
Pulses,1.03,Low,Late,West,7.97
Sugarcane,1.15,Low,Mid,North,102.39
Rice,0.65,Medium,Late,West,20.06
